Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned_encoded
57.0,1,150.0,87.0,26.23,2,72.2,83.0,2,2,7.9,2.8,6.0,0
52.0,0,179.0,81.0,33.11,0,59.0,86.0,1,2,8.2,0.7,3.0,1
51.0,1,179.0,115.0,24.47,2,90.0,95.0,1,0,5.3,2.5,4.0,2
64.0,0,150.0,74.0,33.89,1,65.0,76.0,2,2,7.4,0.8,2.0,2
41.0,0,173.0,107.0,28.91,2,41.0,69.0,1,2,6.6,0.7,6.0,2
39.0,0,163.0,82.0,33.91,2,101.0,76.0,2,0,6.6,2.9,5.0,0
22.0,0,153.0,115.0,30.99,2,40.0,80.0,2,2,7.1,1.7,5.0,2
50.0,0,154.0,79.0,20.21,2,70.0,69.0,1,1,4.8,1.84,4.0,1
53.0,0,160.0,83.0,22.31,0,33.0,97.0,0,2,4.4,1.9,6.0,2
64.0,1,173.0,118.0,25.0,2,93.0,76.0,0,0,11.3,1.84,6.0,0
37.0,0,177.0,97.0,21.31,2,116.0,85.0,2,0,6.6,1.7,9.5,0
36.0,0,172.0,89.0,26.67,2,28.0,85.0,0,0,8.4,1.84,3.0,2
52.0,1,165.54,100.0,26.28,1,37.0,93.0,2,2,6.7,2.7,5.0,1
60.0,0,165.54,62.0,34.28,1,32.0,63.0,1,1,7.7,0.5,6.0,2
34.0,0,173.0,80.0,25.66,2,36.0,86.0,2,2,4.9,1.0,2.0,2
62.0,1,162.0,88.0,31.46,1,106.0,80.0,2,2,4.5,0.7,6.0,0
60.0,0,173.0,112.0,34.04,0,44.0,95.0,2,0,5.2,0.7,2.0,1
51.0,1,171.0,97.0,32.97,0,73.0,97.0,0,2,5.6,2.9,3.62,0
26.0,0,193.0,97.0,21.94,2,35.0,90.0,2,1,6.7,2.8,4.0,1
43.0,0,151.0,110.0,42.57,2,43.0,66.0,1,0,8.4,2.4,1.0,2
19.0,0,165.0,61.0,24.24,2,114.0,93.0,0,2,6.1,2.1,3.0,0
26.0,1,155.0,150.5,25.1,2,94.0,77.0,0,1,6.6,2.6,2.0,2
26.0,1,163.0,67.0,24.45,1,42.0,83.0,2,2,4.0,1.84,2.0,2
57.0,0,150.0,76.0,32.13,2,60.0,72.0,0,2,4.2,0.8,5.0,2
34.0,0,166.0,77.0,25.96,2,105.0,72.0,2,1,4.4,1.3,1.0,0
18.0,0,160.0,101.0,27.14,1,52.0,84.0,2,2,7.5,2.6,5.0,2
42.0,0,168.0,65.0,34.71,2,61.0,64.0,0,1,6.4,1.7,3.62,0
41.77,1,152.0,107.0,19.49,2,67.0,98.0,2,2,5.0,1.8,4.0,0
57.0,1,160.0,58.0,26.55,2,37.0,88.0,2,1,7.0,1.1,3.0,0
59.0,1,178.0,75.0,31.27,2,82.0,92.0,2,2,6.7,2.1,4.0,2
42.0,0,154.0,77.0,20.99,1,97.0,83.0,2,2,4.4,2.7,3.0,2
56.0,0,166.0,85.0,28.59,1,111.0,80.0,0,2,7.2,1.3,5.0,2
41.77,1,175.0,58.0,22.45,2,30.0,84.0,1,2,7.8,2.0,2.0,2
20.0,0,171.0,96.0,32.81,0,43.0,69.0,2,2,5.4,1.3,2.0,2
54.0,0,156.0,100.0,23.9,1,72.2,98.0,1,2,6.6,2.5,1.0,2
41.77,0,159.0,106.0,23.93,2,83.0,75.0,1,0,5.0,1.7,4.0,2
61.0,0,177.0,81.0,28.37,2,55.0,87.0,1,2,7.8,1.3,1.0,1
47.0,1,178.0,116.0,21.53,2,102.0,71.0,2,2,8.6,1.6,3.62,2
55.0,0,160.0,106.0,23.2,2,96.0,91.0,2,1,6.2,0.7,2.0,2
51.0,0,152.0,103.0,25.37,2,116.0,88.0,2,2,5.2,2.7,4.0,2
29.0,1,169.0,65.0,24.34,2,72.0,86.0,2,1,6.0,2.9,2.0,2
36.0,0,159.0,111.0,27.16,2,102.0,85.0,0,2,5.3,1.7,6.0,2
54.0,0,165.54,105.0,28.39,2,66.0,62.0,0,1,4.0,1.1,9.5,2
61.0,0,159.0,85.13,27.85,2,71.0,85.0,1,2,7.3,2.2,4.0,2
34.0,0,163.0,66.0,29.29,2,72.2,98.0,0,2,4.2,1.6,6.0,1
27.0,0,161.0,85.13,23.58,2,98.0,60.0,2,2,5.1,1.1,6.0,0
64.0,0,164.0,79.0,20.59,2,72.2,94.0,2,1,7.6,0.6,6.0,2
29.0,0,159.0,107.0,31.05,1,94.0,86.0,0,2,7.3,2.7,2.0,2
33.0,0,179.0,71.0,32.54,2,42.0,63.0,1,2,4.4,2.5,3.0,0
41.0,0,159.0,66.0,42.57,2,78.0,78.0,2,1,6.6,2.6,6.0,0
36.0,1,175.0,64.0,25.22,2,88.0,81.0,0,0,8.7,1.6,3.0,2
25.0,0,168.0,85.13,26.73,2,75.0,65.0,2,1,4.4,1.84,5.0,0
48.0,1,150.0,81.0,27.3,2,105.0,80.0,2,1,6.1,2.0,5.0,2
38.0,0,173.0,89.0,29.38,2,61.0,70.0,2,2,7.6,1.4,4.0,1
34.0,0,165.54,106.0,19.19,1,37.0,81.0,1,2,7.3,1.84,5.0,1
41.77,1,175.0,107.0,30.4,1,90.0,68.0,0,0,5.1,3.0,4.0,0
54.0,0,159.0,65.0,19.52,1,52.0,88.0,2,2,4.8,2.7,1.0,2
33.0,1,151.0,77.0,27.55,2,22.0,80.0,2,0,7.9,2.4,3.0,2
23.0,1,166.0,50.0,32.16,2,47.0,93.0,2,1,8.8,2.4,4.0,0
25.0,0,179.0,90.0,25.95,2,20.0,90.0,2,2,7.8,2.1,1.0,2
42.0,1,173.0,97.0,20.96,2,82.0,81.0,2,2,8.8,1.84,3.0,2
41.77,0,156.0,80.0,34.75,0,66.0,63.0,2,2,6.6,1.7,2.0,2
42.0,0,156.0,85.0,33.17,2,56.0,61.0,2,2,11.3,1.0,1.0,2
29.0,0,169.0,82.0,31.23,1,105.0,64.0,2,2,7.5,2.4,2.0,0
32.0,0,176.0,82.0,25.29,2,67.0,74.0,1,2,8.5,2.8,5.0,1
43.0,0,158.0,72.0,21.53,2,38.0,78.0,2,2,4.8,1.4,4.0,2
58.0,0,171.0,85.13,34.03,2,33.0,97.0,2,2,8.1,2.5,3.0,2
62.0,1,151.0,79.0,27.55,0,86.0,74.0,0,1,5.0,1.2,5.0,2
41.77,1,163.0,94.0,32.56,2,102.0,67.0,2,2,4.1,1.84,1.0,0
64.0,0,166.0,88.0,24.14,2,116.0,79.0,0,2,6.6,2.2,5.0,2
49.0,1,150.0,94.0,24.03,2,104.0,71.0,0,0,5.6,1.9,2.0,2
27.0,1,158.0,61.0,34.76,2,84.0,63.0,2,2,4.2,2.4,2.0,0
33.0,1,165.54,81.0,27.11,2,45.0,97.0,0,2,8.9,2.5,6.0,0
24.0,1,170.0,105.0,27.55,2,29.0,98.0,0,2,7.3,2.7,4.0,2
34.0,0,168.0,73.0,22.12,2,118.0,95.0,2,2,8.5,2.8,3.62,2
40.0,1,153.0,85.13,26.45,0,96.0,74.0,2,1,9.0,0.6,6.0,2
43.0,1,177.0,69.0,19.2,2,89.0,60.0,2,0,6.0,0.8,3.0,2
41.77,1,157.0,105.0,26.13,2,62.0,90.0,0,1,5.3,2.6,2.0,2
39.0,0,162.0,102.0,25.41,2,89.0,68.0,0,2,4.9,2.9,3.62,2
24.0,0,153.0,117.0,31.36,2,118.0,82.0,1,0,6.6,1.3,5.0,2
31.0,1,158.0,103.0,24.36,0,99.0,85.0,2,0,7.0,0.5,3.0,2
32.0,1,158.0,83.0,34.71,2,91.0,99.0,0,2,6.4,1.3,3.0,2
41.77,0,171.0,77.0,21.48,1,78.0,98.0,1,2,5.9,1.5,3.62,1
26.0,0,167.0,99.0,28.25,2,22.0,77.0,2,2,4.8,2.4,3.0,1
25.0,1,161.0,51.0,19.98,2,24.0,92.0,1,1,6.6,0.6,6.0,0
40.0,0,159.0,75.0,30.61,0,104.0,98.0,2,2,4.4,1.0,2.0,1
46.0,0,160.0,100.0,34.91,2,114.0,73.0,0,2,8.3,2.7,4.0,2
41.77,0,156.0,96.0,32.02,1,97.0,60.0,2,2,4.2,0.9,5.0,2
48.0,0,158.0,75.0,27.67,2,102.0,72.0,2,0,5.9,2.4,2.0,1
47.0,0,155.0,110.0,26.5,2,56.0,74.0,2,0,4.5,1.4,4.0,1
56.0,0,168.0,150.5,32.28,2,103.0,80.0,2,1,7.9,2.2,3.0,2
52.0,0,165.0,86.0,33.94,0,71.0,64.0,2,2,5.6,0.7,1.0,2
35.0,1,179.0,90.0,34.82,2,85.0,73.0,2,0,4.6,1.2,3.0,2
59.0,0,164.0,101.0,25.04,2,82.0,73.0,2,2,6.7,1.6,4.0,0
56.0,1,156.0,98.0,27.55,2,26.0,64.0,2,2,8.6,2.6,4.0,2
41.77,0,165.0,76.0,21.07,2,116.0,70.0,2,2,8.5,1.9,1.0,0
31.0,0,154.0,55.0,22.68,2,72.0,91.0,2,0,5.2,0.6,6.0,2
48.0,1,165.54,115.0,19.97,2,25.0,64.0,1,2,7.6,2.5,2.0,1
41.0,1,150.0,85.13,22.98,2,26.0,95.0,2,1,4.2,0.6,6.0,2
52.0,0,168.0,87.0,31.17,1,63.0,74.0,2,2,4.7,2.8,1.0,0
61.0,0,154.0,77.0,32.57,2,37.0,66.0,2,2,6.5,1.0,3.0,2
62.0,0,156.0,77.0,31.35,2,73.0,64.0,0,2,6.6,1.7,5.0,2
51.0,0,168.0,115.0,28.91,2,48.0,89.0,1,1,8.0,0.7,2.0,1
20.0,0,171.0,110.0,26.98,2,102.0,74.0,2,0,8.7,1.9,5.0,2
54.0,0,154.0,95.0,30.19,1,44.0,89.0,2,2,4.0,1.7,5.0,2
60.0,1,178.0,118.0,24.95,1,82.0,73.0,0,2,6.6,1.5,2.0,2
57.0,1,166.0,92.0,32.38,2,87.0,83.0,1,2,6.2,0.6,3.0,2
41.77,0,175.0,108.0,29.67,2,32.0,83.0,2,1,6.8,2.7,6.0,1
40.0,0,171.0,51.0,30.01,1,51.0,94.0,2,2,8.6,2.5,4.0,0
61.0,1,179.0,64.0,27.55,1,46.0,64.0,0,2,8.5,2.1,3.0,2
56.0,1,157.0,86.0,33.11,0,70.0,71.0,1,1,7.2,1.9,6.0,1
32.0,0,178.0,69.0,22.66,0,53.0,80.0,2,2,11.3,2.2,3.62,2
21.0,1,178.0,84.0,24.79,2,47.0,64.0,0,2,11.3,0.9,4.0,2
46.0,0,193.0,83.0,31.33,1,72.2,95.0,2,2,5.0,2.8,2.0,0
39.0,0,151.0,80.0,26.63,2,91.0,80.0,2,2,11.3,1.2,2.0,0
42.0,0,179.0,68.0,33.17,2,104.0,98.0,2,1,4.0,2.1,1.0,2
30.0,0,164.0,117.0,24.22,0,49.0,62.0,2,1,6.8,2.0,6.0,2
35.0,0,169.0,73.0,24.59,0,112.0,80.0,2,0,6.6,2.1,5.0,0
50.0,0,177.0,88.0,27.55,2,28.0,84.0,2,1,6.0,2.7,5.0,2
33.0,0,167.0,103.0,26.16,2,32.0,86.0,1,0,7.2,1.2,5.0,0
62.0,0,160.0,88.0,27.02,2,101.0,95.0,2,2,7.4,2.4,5.0,1
85.0,0,174.0,66.0,23.99,2,83.0,80.0,2,2,7.9,2.0,1.0,2
61.0,0,159.0,68.0,23.07,2,57.0,97.0,2,2,7.0,0.7,4.0,0
19.0,0,173.0,97.0,29.32,2,41.0,94.0,2,2,5.3,4.2,1.0,2
52.0,0,173.0,84.0,20.48,2,72.2,60.0,2,0,8.4,2.6,6.0,2
59.0,1,153.0,81.0,33.01,2,118.0,80.0,2,0,8.1,1.3,2.0,2
51.0,1,154.0,96.0,31.36,1,61.0,83.0,2,2,4.8,1.7,3.0,1
47.0,0,153.0,96.0,21.65,0,81.0,67.0,2,0,8.1,1.7,4.0,2
30.0,0,162.0,113.0,29.95,2,83.0,98.0,2,2,8.9,2.0,4.0,2
30.0,0,165.54,95.0,28.44,2,93.0,77.0,1,2,7.2,2.7,1.0,2
35.0,0,162.0,84.0,21.54,2,28.0,62.0,2,2,5.4,0.9,2.0,2
49.0,0,167.0,66.0,23.01,2,114.0,77.0,0,2,7.0,1.8,2.0,0
49.0,0,178.0,91.0,25.25,2,63.0,75.0,0,0,5.7,1.6,6.0,0
52.0,0,176.0,78.0,27.55,1,82.0,91.0,2,2,7.4,1.2,4.0,1
56.0,0,173.0,119.0,29.04,0,59.0,60.0,0,2,6.7,2.8,1.0,1
63.0,1,151.0,66.0,27.28,2,107.0,85.0,2,2,8.6,0.5,5.0,2
46.0,0,165.54,63.0,31.18,2,60.0,71.0,2,2,7.1,0.8,4.0,2
46.0,0,150.0,73.0,31.01,2,72.2,97.0,2,2,5.1,4.2,5.0,0
61.0,0,175.0,85.13,28.69,0,69.0,80.0,1,1,7.6,1.2,3.0,2
33.0,1,168.0,99.0,31.49,2,39.0,72.0,2,2,5.5,2.3,2.0,1
41.77,1,158.0,106.0,24.02,0,100.0,71.0,1,1,5.4,2.6,4.0,2
64.0,0,177.0,110.0,33.04,2,111.0,72.0,2,2,6.0,1.1,3.0,0
27.0,0,152.0,88.0,28.65,1,89.0,77.0,2,1,4.1,1.0,5.0,2
47.0,0,174.0,104.0,32.07,1,61.0,78.0,0,2,8.8,0.9,4.0,1
42.0,0,156.0,85.0,27.51,2,52.0,78.0,1,2,6.7,1.84,3.0,2
56.0,1,178.0,86.0,22.1,0,111.0,65.0,2,1,7.9,1.2,4.0,2
37.0,0,159.0,63.0,27.45,2,82.0,66.0,1,0,5.3,2.7,3.0,2
22.0,0,150.0,76.0,24.62,2,76.0,80.0,1,2,7.7,2.4,3.0,2
18.0,0,159.0,80.0,30.01,2,84.0,87.0,2,2,6.8,0.5,5.0,0
47.0,0,170.0,93.0,26.35,2,71.0,87.0,2,1,6.1,2.7,2.0,1
20.0,0,158.0,117.0,32.3,2,118.0,78.0,2,2,8.9,0.7,3.62,2
62.0,1,177.0,97.0,29.69,2,107.0,80.0,2,0,11.3,2.1,3.0,2
31.0,0,164.0,106.0,29.79,0,25.0,76.0,2,2,7.3,0.9,2.0,2
47.0,0,164.0,71.0,22.08,2,26.0,81.0,2,0,4.1,0.7,6.0,0
21.0,1,152.0,53.0,34.74,2,28.0,78.0,0,1,5.5,1.84,1.0,2
35.0,0,174.0,95.0,32.39,2,80.0,88.0,1,0,8.4,1.84,5.0,2
54.0,0,154.0,108.0,31.52,2,99.0,78.0,1,0,7.8,2.0,4.0,2
42.0,0,158.0,85.13,23.95,2,53.0,94.0,0,1,6.7,1.6,2.0,2
18.0,0,175.0,60.0,27.55,0,72.2,84.0,1,2,8.5,0.7,4.0,1
63.0,0,171.0,80.0,20.76,2,118.0,79.0,0,2,6.4,1.84,4.0,0
32.0,0,158.0,60.0,27.38,2,72.2,96.0,2,1,6.6,2.6,1.0,1
26.0,1,172.0,105.0,20.91,1,77.0,78.0,1,1,5.9,0.6,6.0,2
41.77,0,165.54,87.0,27.63,2,106.0,72.0,1,2,7.1,1.4,3.62,0
41.77,0,173.0,70.0,29.2,2,79.0,71.0,2,1,5.6,1.9,3.62,2
21.0,1,172.0,59.0,24.94,2,73.0,74.0,2,2,5.9,2.0,6.0,2
41.77,1,161.0,75.0,26.73,0,54.0,63.0,2,1,6.6,1.9,1.0,2
54.0,0,174.0,57.0,32.95,2,66.0,74.0,2,0,4.6,2.2,2.0,2
54.0,1,165.54,57.0,20.29,2,65.0,76.0,0,2,4.5,2.9,3.0,1
60.0,0,158.0,109.0,31.56,1,106.0,86.0,2,1,4.2,1.5,3.62,2
23.0,0,155.0,83.0,21.32,2,23.0,70.0,2,0,5.6,1.9,5.0,2
56.0,1,172.0,65.0,19.11,0,29.0,82.0,2,2,6.0,2.2,5.0,2
63.0,0,151.0,62.0,21.56,1,94.0,74.0,0,0,4.5,2.0,1.0,2
41.0,1,158.0,71.0,31.12,2,59.0,90.0,2,2,6.7,1.5,6.0,2
28.0,0,193.0,76.0,25.18,2,74.0,85.0,0,1,6.9,2.1,3.0,2
30.0,0,193.0,113.0,32.9,2,72.2,66.0,2,0,7.8,2.1,3.0,2
51.0,1,166.0,51.0,27.16,1,59.0,72.0,2,1,8.9,2.0,5.0,0
42.0,1,150.0,75.0,18.87,2,72.2,72.0,2,2,7.1,1.84,3.0,1
24.0,0,168.0,118.0,30.33,2,100.0,79.0,2,1,4.6,1.8,2.0,2
21.0,0,177.0,79.0,20.32,2,115.0,93.0,2,1,4.4,1.84,2.0,1
25.0,1,155.0,57.0,31.52,2,42.0,69.0,2,0,6.6,2.7,5.0,1
37.0,0,165.54,87.0,27.55,2,34.0,96.0,2,1,7.3,2.4,4.0,1
41.77,0,151.0,110.0,24.2,0,111.0,86.0,1,1,4.8,2.2,4.0,2
62.0,0,158.0,114.0,31.06,0,24.0,93.0,2,1,5.3,0.9,4.0,2
63.0,1,179.0,85.13,34.24,1,59.0,95.0,2,2,7.8,1.6,5.0,0
27.0,0,178.0,95.0,24.63,0,37.0,75.0,2,0,6.8,0.8,1.0,1
60.0,0,175.0,92.0,32.19,2,40.0,80.0,0,2,6.9,2.5,3.0,1
51.0,1,163.0,108.0,21.65,2,98.0,75.0,2,1,6.6,1.2,2.0,2
43.0,1,153.0,95.0,31.82,2,22.0,76.0,2,2,7.1,2.4,3.62,2
58.0,0,153.0,84.0,29.35,1,72.2,74.0,1,2,7.9,2.5,2.0,0
20.0,0,170.0,88.0,21.68,2,109.0,72.0,2,2,8.4,2.7,6.0,2
23.0,0,164.0,85.13,23.49,2,98.0,92.0,1,1,7.7,2.4,1.0,2
22.0,0,157.0,53.0,20.67,0,72.0,64.0,2,2,6.9,1.9,3.0,2
22.0,0,175.0,100.0,24.82,2,39.0,86.0,2,2,7.4,2.0,4.0,2
64.0,1,153.0,54.0,21.86,2,78.0,60.0,2,2,6.4,1.3,6.0,0
40.0,0,165.0,104.0,29.13,2,40.0,89.0,2,2,5.1,0.9,2.0,2
26.0,0,170.0,69.0,34.91,0,109.0,82.0,0,1,8.4,0.8,3.62,0
52.0,0,165.54,73.0,18.7,2,106.0,74.0,2,2,6.7,1.0,4.0,2
37.0,1,153.0,85.0,27.43,2,164.5,95.0,2,1,7.0,2.8,5.0,2
59.0,0,179.0,83.0,27.55,2,44.0,78.0,0,2,6.6,0.9,5.0,2
52.0,0,165.0,103.0,33.58,2,87.0,89.0,2,2,8.9,2.3,3.0,0
35.0,1,171.0,83.0,27.55,2,29.0,75.0,2,2,6.9,1.0,2.0,1
41.77,0,161.0,66.0,27.47,2,105.0,77.0,2,2,4.2,2.9,5.0,0
41.0,0,165.0,54.0,26.28,2,86.0,85.0,1,2,6.0,1.84,3.0,2
20.0,0,168.0,67.0,22.94,1,102.0,76.0,0,2,8.7,1.5,1.0,0
49.0,0,157.0,104.0,19.42,1,114.0,70.0,0,0,5.4,1.5,4.0,0
52.0,0,155.0,102.0,25.24,2,28.0,80.0,1,2,9.0,2.5,2.0,1
55.0,1,159.0,99.0,19.37,1,48.0,68.0,2,2,4.4,1.0,2.0,2
30.0,0,165.54,94.0,27.58,2,56.0,76.0,1,2,6.8,2.6,3.0,0
64.0,1,178.0,62.0,23.57,1,90.0,86.0,2,1,6.6,2.1,5.0,1
41.77,0,167.0,65.0,27.3,2,57.0,96.0,2,2,5.3,1.1,4.0,2
26.0,0,159.0,85.13,20.72,2,107.0,81.0,0,2,8.7,1.84,4.0,2
85.0,0,159.0,150.5,33.89,0,91.0,67.0,2,2,7.1,2.4,2.0,2
31.0,0,156.0,115.0,33.26,2,117.0,62.0,2,2,6.6,1.0,2.0,2
54.0,0,165.54,96.0,21.63,0,78.0,97.0,2,1,5.9,2.7,4.0,1
51.0,0,150.0,68.0,24.17,2,76.0,94.0,2,1,7.6,0.8,1.0,0
28.0,0,156.0,94.0,28.62,0,72.2,91.0,2,0,5.5,2.0,3.0,0
58.0,1,170.0,86.0,27.55,2,79.0,67.0,2,1,8.4,2.2,1.0,2
20.0,1,150.0,150.5,24.35,2,47.0,80.0,2,2,4.8,2.1,5.0,2
45.0,1,164.0,55.0,22.64,2,164.5,91.0,2,2,5.3,1.3,1.0,2
46.0,1,153.0,63.0,33.61,1,65.0,95.0,2,2,4.7,2.7,1.0,2
26.0,0,165.54,53.0,32.57,2,90.0,93.0,2,2,4.5,1.84,5.0,1
20.0,1,178.0,104.0,28.07,2,86.0,84.0,2,2,5.5,1.8,6.0,0
42.0,0,169.0,83.0,27.09,2,105.0,90.0,0,2,9.0,2.0,3.62,2
51.0,0,159.0,76.0,33.86,2,74.0,72.0,0,2,4.5,1.9,3.0,2
29.0,0,165.54,56.0,33.89,0,57.0,74.0,2,2,6.6,2.9,4.0,0
59.0,1,158.0,52.0,34.49,2,37.0,72.0,2,0,5.4,2.7,1.0,2
26.0,1,151.0,96.0,20.57,1,95.0,92.0,2,1,7.1,1.1,3.0,2
32.0,0,177.0,51.0,27.55,2,114.0,90.0,1,2,7.7,1.2,5.0,0
57.0,0,165.54,74.0,29.67,2,82.0,80.0,2,0,7.8,3.0,6.0,1
42.0,0,165.0,85.13,27.43,2,24.0,99.0,0,2,4.0,1.1,3.0,2
22.0,1,150.0,73.0,18.8,0,63.0,82.0,2,2,7.3,2.9,6.0,2
28.0,0,151.0,64.0,19.52,1,48.0,97.0,0,2,7.2,2.1,1.0,2
51.0,0,156.0,63.0,33.15,1,119.0,62.0,2,2,6.6,0.6,4.0,2
41.0,0,178.0,103.0,32.84,2,33.0,75.0,2,2,5.9,1.84,5.0,2
32.0,0,159.0,55.0,24.39,2,77.0,61.0,1,2,8.0,1.7,5.0,2
55.0,0,171.0,67.0,33.2,2,164.5,82.0,2,2,5.7,2.6,1.0,2
25.0,0,169.0,69.0,28.3,2,37.0,93.0,2,1,5.2,1.3,6.0,2
22.0,1,150.0,111.0,31.8,1,26.0,89.0,0,0,5.6,1.3,3.0,0
43.0,0,162.0,89.0,27.55,2,106.0,69.0,2,2,6.2,2.8,4.0,1
35.0,0,150.0,88.0,20.37,1,116.0,60.0,0,0,5.1,0.7,5.0,2
23.0,0,154.0,101.0,25.66,2,81.0,81.0,2,2,7.0,1.9,1.0,2
54.0,0,165.54,85.13,26.05,1,64.0,92.0,1,2,8.4,1.8,1.0,2
30.0,0,164.0,76.0,27.59,2,35.0,84.0,2,2,7.0,0.6,2.0,2
45.0,1,166.0,101.0,20.24,0,83.0,81.0,0,2,6.2,0.7,6.0,2
22.0,0,177.0,112.0,34.86,2,56.0,75.0,2,2,8.0,1.5,2.0,0
30.0,0,172.0,112.0,22.53,2,44.0,89.0,2,2,7.7,0.8,3.62,1
34.0,1,165.0,66.0,21.78,2,28.0,77.0,2,2,5.8,1.7,1.0,2
41.77,0,162.0,98.0,27.19,2,72.2,83.0,2,0,7.0,2.0,6.0,2
62.0,0,160.0,72.0,27.36,2,47.0,64.0,2,0,7.6,2.2,3.0,2
49.0,1,166.0,62.0,25.76,1,28.0,96.0,2,2,5.2,1.9,3.0,2
46.0,1,166.0,72.0,31.24,2,31.0,82.0,2,2,5.8,1.4,4.0,2
20.0,1,151.0,106.0,27.02,0,37.0,86.0,2,2,4.5,0.8,2.0,1
57.0,0,162.0,85.13,28.56,2,110.0,71.0,2,2,8.9,1.1,3.0,2
51.0,1,163.0,103.0,30.44,2,109.0,69.0,1,1,4.4,1.5,4.0,2
57.0,0,160.0,69.0,18.91,1,72.2,93.0,2,2,4.8,2.8,4.0,2
44.0,1,177.0,101.0,27.92,2,109.0,92.0,1,2,6.4,1.0,6.0,0
30.0,0,159.0,72.0,33.09,2,93.0,75.0,1,2,8.3,1.5,2.0,2
62.0,1,152.0,84.0,18.79,2,77.0,88.0,0,0,5.8,2.3,2.0,2
50.0,0,178.0,116.0,25.19,0,100.0,77.0,2,2,7.8,2.3,1.0,0
23.0,0,176.0,83.0,33.78,1,70.0,86.0,2,2,7.4,2.9,3.62,2
41.77,0,166.0,82.0,24.33,2,51.0,66.0,0,0,7.2,1.0,4.0,0
36.0,1,164.0,95.0,26.07,1,107.0,95.0,2,2,8.2,0.5,1.0,2
33.0,0,158.0,94.0,34.7,0,67.0,86.0,1,1,4.1,1.3,6.0,2
57.0,0,159.0,68.0,21.79,2,27.0,69.0,2,0,8.6,0.9,3.0,2
45.0,1,157.0,64.0,19.58,0,49.0,69.0,2,1,8.1,1.9,9.5,0
50.0,1,170.0,115.0,32.68,1,45.0,70.0,2,2,8.7,2.7,9.5,1
41.77,0,165.54,88.0,32.83,0,43.0,89.0,2,2,8.0,2.2,4.0,2
30.0,0,165.54,67.0,26.29,1,46.0,62.0,1,2,8.4,0.8,1.0,2
85.0,0,167.0,119.0,27.55,2,72.2,88.0,1,2,5.0,0.8,3.0,0
62.0,0,154.0,108.0,32.29,0,111.0,73.0,2,2,5.6,2.8,1.0,2
42.0,0,155.0,81.0,30.69,2,94.0,72.0,2,1,5.6,1.7,3.62,0
59.0,1,179.0,85.13,22.87,2,58.0,78.0,0,2,4.5,2.8,6.0,0
53.0,1,166.0,89.0,18.78,2,85.0,84.0,2,1,7.6,2.3,3.0,2
44.0,0,160.0,76.0,26.42,2,70.0,69.0,2,2,4.7,3.0,2.0,2
55.0,0,169.0,51.0,32.67,1,92.0,74.0,2,2,4.3,2.7,6.0,1
24.0,1,165.0,88.0,33.28,2,69.0,87.0,2,0,7.9,1.5,3.62,0
22.0,1,158.0,105.0,34.28,2,64.0,80.0,2,1,8.5,2.4,3.0,2
60.0,0,151.0,62.0,33.01,0,106.0,97.0,2,0,7.8,1.7,6.0,2
62.0,0,154.0,105.0,28.07,1,52.0,80.0,0,2,8.1,1.1,6.0,2
48.0,0,150.0,115.0,25.84,2,72.2,73.0,1,2,6.6,1.1,3.62,2
40.0,1,153.0,105.0,31.29,2,32.0,89.0,0,2,8.4,1.5,1.0,2
59.0,0,153.0,85.13,30.71,2,97.0,99.0,0,2,6.6,0.8,2.0,1
27.0,0,171.0,113.0,27.55,2,115.0,71.0,1,2,8.9,0.9,3.0,2
49.0,0,175.0,113.0,19.94,2,41.0,87.0,2,2,4.5,1.8,3.62,2
60.0,0,174.0,105.0,33.78,2,39.0,73.0,2,2,8.0,2.9,6.0,2
47.0,0,152.0,90.0,26.02,2,116.0,60.0,0,2,7.2,1.9,3.0,2
56.0,0,158.0,90.0,24.5,0,24.0,63.0,2,2,6.9,1.5,1.0,2
48.0,0,171.0,53.0,28.89,1,103.0,77.0,1,2,7.6,1.1,6.0,2
35.0,1,172.0,106.0,29.62,2,72.2,95.0,0,2,8.2,1.0,3.0,2
53.0,0,161.0,79.0,27.55,2,110.0,91.0,1,1,8.3,2.1,5.0,1
19.0,0,159.0,95.0,32.31,2,109.0,87.0,2,2,4.9,2.6,2.0,2
31.0,1,151.0,105.0,23.28,2,51.0,87.0,2,0,5.0,1.5,5.0,2
30.0,0,165.54,80.0,21.58,2,49.0,80.0,0,1,6.6,1.9,5.0,0
46.0,0,159.0,56.0,25.21,2,110.0,91.0,2,2,4.7,2.3,3.62,2
29.0,0,179.0,103.0,30.55,2,45.0,67.0,0,2,5.3,0.6,3.0,1
56.0,0,171.0,57.0,34.43,1,101.0,80.0,2,2,7.6,1.4,2.0,2
19.0,0,155.0,104.0,31.85,2,106.0,79.0,1,1,6.4,2.3,1.0,2
49.0,0,167.0,118.0,34.02,2,107.0,92.0,2,2,7.8,2.2,5.0,1
30.0,0,151.0,93.0,20.82,2,23.0,80.0,2,1,6.4,0.6,3.62,0
63.0,1,179.0,62.0,19.67,2,86.0,96.0,0,1,6.8,1.1,5.0,1
44.0,1,151.0,69.0,27.7,0,62.0,75.0,0,1,4.6,2.2,3.0,2
58.0,0,159.0,81.0,23.29,0,49.0,84.0,2,2,7.9,1.2,2.0,2
